"Zip
Code",State,"Place
Name",County,Long,Lat
68663,NE,Silver Creek,Merrick,-97.6671,41.319
68664,NE,Snyder,Dodge,-96.7886,41.7039
68665,NE,Spalding,Greeley,-98.3715,41.6874
68666,NE,Stromsburg,Polk,-97.5742,41.1118
68667,NE,Surprise,Butler,-97.3112,41.1086
68669,NE,Ulysses,Butler,-97.1984,41.0791
68701,NE,Norfolk,Madison,-97.4229,42.0329
68702,NE,Norfolk,Madison,-97.417,42.0283
68710,NE,Allen,Dixon,-96.8574,42.4437
68711,NE,Amelia,Holt,-99.008,42.1809
68713,NE,Atkinson,Holt,-98.9761,42.5483
68714,NE,Bassett,Rock,-99.5387,42.5763
68715,NE,Battle Creek,Madison,-97.5982,41.9943
68716,NE,Beemer,Cuming,-96.815,41.9374
68717,NE,Belden,Cedar,-97.1956,42.4022
68718,NE,Bloomfield,Knox,-97.6545,42.5978
68719,NE,Bristow,Boyd,-98.5721,42.9484
68720,NE,Brunswick,Antelope,-98.0123,42.3459
68722,NE,Butte,Boyd,-98.8459,42.9124
68723,NE,Carroll,Wayne,-97.1926,42.277
68724,NE,Center,Knox,-97.867,42.5973
68725,NE,Chambers,Holt,-98.7378,42.1916
68726,NE,Clearwater,Antelope,-98.1868,42.1266
68727,NE,Coleridge,Cedar,-97.2037,42.5061
68728,NE,Concord,Dixon,-96.981,42.382
68729,NE,Creighton,Knox,-97.8932,42.4681
68730,NE,Crofton,Knox,-97.5406,42.737
68731,NE,Dakota City,Dakota,-96.4536,42.3807
68732,NE,Dixon,Dixon,-96.9774,42.4185
68733,NE,Emerson,Dakota,-96.7159,42.2852
68734,NE,Emmet,Holt,-98.8238,42.4747
68735,NE,Ewing,Holt,-98.3981,42.1851
68736,NE,Fordyce,Cedar,-97.3567,42.7309
68738,NE,Hadar,Pierce,-97.4492,42.105
68739,NE,Hartington,Cedar,-97.2837,42.6235
68740,NE,Hoskins,Wayne,-97.3084,42.1408
68741,NE,Hubbard,Dakota,-96.6031,42.3576
68742,NE,Inman,Holt,-98.5384,42.3761
68743,NE,Jackson,Dakota,-96.5743,42.4529
68745,NE,Laurel,Cedar,-97.0874,42.427
68746,NE,Lynch,Boyd,-98.4504,42.8373
68747,NE,Mclean,Pierce,-97.4751,42.3921
68748,NE,Madison,Madison,-97.472,41.8308
68749,NE,Magnet,Cedar,-97.4701,42.455
68751,NE,Maskell,Dixon,-96.9809,42.6905
68752,NE,Meadow Grove,Madison,-97.7334,42.0102
68753,NE,Mills,Keya Paha,-99.4466,42.9225
68755,NE,Naper,Boyd,-99.071,42.9521
68756,NE,Neligh,Antelope,-98.0151,42.1389
68757,NE,Newcastle,Dixon,-96.8709,42.6207
68758,NE,Newman Grove,Madison,-97.774,41.7498
68759,NE,Newport,Keya Paha,-99.3359,42.6001
68760,NE,Niobrara,Knox,-97.9248,42.7391
68761,NE,Oakdale,Antelope,-97.9692,42.0697
68763,NE,Oneill,Holt,-98.6456,42.4857
68764,NE,Orchard,Antelope,-98.2409,42.3399
68765,NE,Osmond,Pierce,-97.582,42.3539
68766,NE,Page,Holt,-98.3964,42.4119
68767,NE,Pierce,Pierce,-97.5256,42.1943
